"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
"[0.7669869065284729, 0.6510384678840637, 5.562304181694344e-07]","[0.6982002258300781, 0.6679205298423767, -0.03068166971206665]","[0.6239182949066162, 0.6578652858734131, -0.05005410686135292]","[0.5640333294868469, 0.6550070643424988, -0.06739173084497452]","[0.5135486125946045, 0.6666243076324463, -0.08563103526830673]","[0.6146457195281982, 0.4960293173789978, -0.03495751693844795]","[0.5601790547370911, 0.4235851764678955, -0.05759226530790329]","[0.5269932150840759, 0.37736502289772034, -0.07648549973964691]","[0.49986666440963745, 0.3339260220527649, -0.09148499369621277]","[0.648089587688446, 0.45419809222221375, -0.039371002465486526]","[0.6014373302459717, 0.36136385798454285, -0.05856383591890335]","[0.57274329662323, 0.30019301176071167, -0.07599372416734695]","[0.5493863821029663, 0.24825415015220642, -0.09036821871995926]","[0.6896932721138, 0.4341717064380646, -0.04777931794524193]","[0.6588001251220703, 0.33670228719711304, -0.07076369971036911]","[0.6399111151695251, 0.2726128399372101, -0.0882430151104927]","[0.6217494606971741, 0.21722212433815002, -0.10148689895868301]","[0.7367571592330933, 0.4323129951953888, -0.058794256299734116]","[0.7371655702590942, 0.3470931649208069, -0.0813208594918251]","[0.7371034026145935, 0.28737378120422363, -0.09314089268445969]","[0.7343183159828186, 0.23284012079238892, -0.1018424704670906]"
"[0.13913309574127197, 0.6922151446342468, 7.234366989905539e-07]","[0.20758265256881714, 0.6945762038230896, -0.042672447860240936]","[0.27736228704452515, 0.6695225834846497, -0.06666698306798935]","[0.33924487233161926, 0.665848433971405, -0.0883682519197464]","[0.3931432366371155, 0.6827162504196167, -0.11023402214050293]","[0.27425116300582886, 0.4993424713611603, -0.03749724105000496]","[0.32445400953292847, 0.42082399129867554, -0.06328686326742172]","[0.35438671708106995, 0.3690837323665619, -0.08494056761264801]","[0.3774559497833252, 0.3224780559539795, -0.1010105162858963]","[0.2317667454481125, 0.4639012813568115, -0.03727574646472931]","[0.26828065514564514, 0.3583172559738159, -0.059939198195934296]","[0.29058781266212463, 0.2913680672645569, -0.08013691008090973]","[0.30714482069015503, 0.23608475923538208, -0.09503445774316788]","[0.18640664219856262, 0.45539531111717224, -0.04215385764837265]","[0.20772863924503326, 0.3548635244369507, -0.0657232403755188]","[0.22567081451416016, 0.29024699330329895, -0.08439692109823227]","[0.24243278801441193, 0.2358156442642212, -0.09652677178382874]","[0.13750097155570984, 0.46714043617248535, -0.051283519715070724]","[0.13399985432624817, 0.38127627968788147, -0.07373007386922836]","[0.1329495906829834, 0.32275518774986267, -0.08509185165166855]","[0.13609087467193604, 0.2665786147117615, -0.09190253168344498]"
"[0.7635585069656372, 0.6512202620506287, 5.39308075531153e-07]","[0.6939730644226074, 0.6659790873527527, -0.02960071712732315]","[0.6186941266059875, 0.6511618494987488, -0.047594230622053146]","[0.5569480657577515, 0.639812707901001, -0.06368269771337509]","[0.5061619877815247, 0.6489835977554321, -0.08050322532653809]","[0.6113508939743042, 0.4927026033401489, -0.030474301427602768]","[0.5580087900161743, 0.4202788174152374, -0.051506511867046356]","[0.525802731513977, 0.37479886412620544, -0.06971537321805954]","[0.4993020296096802, 0.3317760229110718, -0.08458205312490463]","[0.6455548405647278, 0.452256441116333, -0.03506701812148094]","[0.6004461050033569, 0.3592946529388428, -0.05314938351511955]","[0.5729331374168396, 0.29816731810569763, -0.07005862891674042]","[0.5502803325653076, 0.24520143866539001, -0.08416907489299774]","[0.6873564124107361, 0.43430864810943604, -0.043741561472415924]","[0.6585493683815002, 0.3379535675048828, -0.06564926356077194]","[0.6413853168487549, 0.27447378635406494, -0.0821380764245987]","[0.6246008276939392, 0.21883174777030945, -0.09491226077079773]","[0.7337425947189331, 0.43433576822280884, -0.055057767778635025]","[0.7343107461929321, 0.3532164692878723, -0.07681211829185486]","[0.7348464131355286, 0.2960332930088043, -0.08793627470731735]","[0.7326624393463135, 0.24279820919036865, -0.09628912806510925]"
"[0.13627342879772186, 0.6897780895233154, 7.364158705058799e-07]","[0.20264264941215515, 0.6913813948631287, -0.04286257177591324]","[0.2708103358745575, 0.6638984680175781, -0.06612303107976913]","[0.3292523920536041, 0.6549606919288635, -0.08747595548629761]","[0.375592976808548, 0.6743303537368774, -0.10854359716176987]","[0.2724767327308655, 0.4936835765838623, -0.029655730351805687]","[0.3207048773765564, 0.41623812913894653, -0.05284365639090538]","[0.3491925001144409, 0.36611536145210266, -0.07453805953264236]","[0.37323206663131714, 0.32107120752334595, -0.09105007350444794]","[0.22960957884788513, 0.4605148136615753, -0.028140177950263023]","[0.2625373601913452, 0.3613545894622803, -0.04762254282832146]","[0.28420019149780273, 0.2980596423149109, -0.06748878210783005]","[0.30315274000167847, 0.24682143330574036, -0.08265974372625351]","[0.18418104946613312, 0.45318326354026794, -0.03215252608060837]","[0.20367537438869476, 0.3611923158168793, -0.05175553262233734]","[0.22049807012081146, 0.3060144782066345, -0.06813162565231323]","[0.23788845539093018, 0.2602715790271759, -0.0792887955904007]","[0.13632316887378693, 0.46632295846939087, -0.041018351912498474]","[0.1351901888847351, 0.3894195854663849, -0.05832827836275101]","[0.1338890790939331, 0.336095929145813, -0.06696079671382904]","[0.13638655841350555, 0.2853352129459381, -0.07267265766859055]"
"[0.7553777694702148, 0.6467670202255249, 5.641032316816563e-07]","[0.6862668395042419, 0.657288670539856, -0.030573580414056778]","[0.6149011850357056, 0.6369706392288208, -0.04929092898964882]","[0.5565606951713562, 0.617999255657196, -0.06588400155305862]","[0.5043208599090576, 0.6174415349960327, -0.08263345062732697]","[0.605918824672699, 0.48960134387016296, -0.02989368699491024]","[0.555671215057373, 0.41949090361595154, -0.05220494046807289]","[0.5250104069709778, 0.37603068351745605, -0.07088658213615417]","[0.4999410808086395, 0.33330994844436646, -0.08549734205007553]","[0.6406285166740417, 0.45008406043052673, -0.03383012115955353]","[0.5989761352539062, 0.35829561948776245, -0.05286635458469391]","[0.5730080008506775, 0.29544293880462646, -0.06964055448770523]","[0.5516020655632019, 0.24079081416130066, -0.08309052884578705]","[0.6824129819869995, 0.4339481294155121, -0.04212862253189087]","[0.6566947102546692, 0.3447727560997009, -0.06496155261993408]","[0.6418397426605225, 0.2855204939842224, -0.08023155480623245]","[0.6267939209938049, 0.2334551215171814, -0.09129387885332108]","[0.7278183698654175, 0.4352678656578064, -0.053169507533311844]","[0.7280032634735107, 0.35752367973327637, -0.07492344081401825]","[0.7288286685943604, 0.302890419960022, -0.08482727408409119]","[0.7268919944763184, 0.25153613090515137, -0.09172911196947098]"
"[0.137149840593338, 0.6874498724937439, 6.193075705596129e-07]","[0.19689242541790009, 0.6873207688331604, -0.04228750988841057]","[0.2612345218658447, 0.6595025658607483, -0.05987023189663887]","[0.31179773807525635, 0.6304435133934021, -0.07599969953298569]","[0.3369499146938324, 0.5897735357284546, -0.09061496704816818]","[0.27335917949676514, 0.48891374468803406, -0.014453780837357044]","[0.3153762221336365, 0.41441744565963745, -0.03566179797053337]","[0.3400208652019501, 0.373701810836792, -0.058496955782175064]","[0.36468109488487244, 0.34464582800865173, -0.07530247420072556]","[0.23272819817066193, 0.4583371877670288, -0.010899432934820652]","[0.2582434415817261, 0.3681727349758148, -0.028280144557356834]","[0.27698883414268494, 0.3153427243232727, -0.054169125854969025]","[0.29721972346305847, 0.285919725894928, -0.07558119297027588]","[0.18741151690483093, 0.4525603652000427, -0.013919207267463207]","[0.20338809490203857, 0.37546205520629883, -0.03343964368104935]","[0.21423648297786713, 0.3415988087654114, -0.05680779367685318]","[0.22704781591892242, 0.32945942878723145, -0.07390386611223221]","[0.13876381516456604, 0.4662511944770813, -0.02167835831642151]","[0.14317654073238373, 0.40193989872932434, -0.040352609008550644]","[0.14428186416625977, 0.35841840505599976, -0.05570565164089203]","[0.14997893571853638, 0.32692769169807434, -0.06730474531650543]"
"[0.7467530965805054, 0.6433861255645752, 5.551695494432352e-07]","[0.6825021505355835, 0.6498972773551941, -0.032637808471918106]","[0.6151137351989746, 0.6264690160751343, -0.05144673213362694]","[0.5605002641677856, 0.6034600138664246, -0.0678091049194336]","[0.5096002221107483, 0.5951374173164368, -0.08359096944332123]","[0.6015455722808838, 0.4836130440235138, -0.02764084003865719]","[0.5541781187057495, 0.41629740595817566, -0.05065373703837395]","[0.5252296924591064, 0.3751605749130249, -0.0695209950208664]","[0.5012309551239014, 0.3335360884666443, -0.08347911387681961]","[0.636221706867218, 0.4465283155441284, -0.029444975778460503]","[0.5980988144874573, 0.35823971033096313, -0.047903887927532196]","[0.5745639801025391, 0.29787516593933105, -0.06321961432695389]","[0.5549585223197937, 0.24529731273651123, -0.0748259574174881]","[0.6774600744247437, 0.4329212009906769, -0.03622207045555115]","[0.656711757183075, 0.35571014881134033, -0.05809909477829933]","[0.64320307970047, 0.3067552149295807, -0.07056912034749985]","[0.6287742257118225, 0.2631106972694397, -0.0785110667347908]","[0.7221617698669434, 0.4363730549812317, -0.046184781938791275]","[0.7205196022987366, 0.3675491511821747, -0.06467509269714355]","[0.7195442318916321, 0.3205951750278473, -0.07145857810974121]","[0.7157903909683228, 0.2754562795162201, -0.0756908655166626]"
"[0.14549174904823303, 0.6806982159614563, 2.0259054878124516e-08]","[0.20043261349201202, 0.6823348999023438, -0.027834748849272728]","[0.2570267617702484, 0.6306350231170654, -0.04470868781208992]","[0.2864965498447418, 0.5743023157119751, -0.06290274113416672]","[0.26790058612823486, 0.5224308371543884, -0.07956603169441223]","[0.2726038992404938, 0.4909529387950897, -0.024124816060066223]","[0.3079321086406708, 0.3924803137779236, -0.06219777837395668]","[0.31993231177330017, 0.4138687551021576, -0.08993663638830185]","[0.3092641830444336, 0.46287789940834045, -0.10124815255403519]","[0.23325353860855103, 0.4670606255531311, -0.027683235704898834]","[0.26056087017059326, 0.34314608573913574, -0.06054342910647392]","[0.27284473180770874, 0.38571029901504517, -0.08146904408931732]","[0.26723554730415344, 0.44418299198150635, -0.08938886970281601]","[0.19118542969226837, 0.4606446921825409, -0.03583197668194771]","[0.21193473041057587, 0.35039079189300537, -0.06374307721853256]","[0.22766409814357758, 0.3906644582748413, -0.07351815700531006]","[0.22382839024066925, 0.44886085391044617, -0.07389017194509506]","[0.1426512449979782, 0.4642032980918884, -0.046948183327913284]","[0.15571743249893188, 0.3790857791900635, -0.06854994595050812]","[0.17150616645812988, 0.39640772342681885, -0.07356945425271988]","[0.1727188527584076, 0.43696361780166626, -0.07251746952533722]"
"[0.7228808999061584, 0.6376739740371704, -1.462191079326658e-07]","[0.6646261811256409, 0.6362858414649963, -0.02057909406721592]","[0.6020512580871582, 0.5924915671348572, -0.03661711513996124]","[0.5705766677856445, 0.5272928476333618, -0.056031085550785065]","[0.5973940491676331, 0.4698943793773651, -0.07033585011959076]","[0.5779982209205627, 0.48148128390312195, -0.007273494265973568]","[0.5398869514465332, 0.39936554431915283, -0.04361804202198982]","[0.5507198572158813, 0.42695140838623047, -0.06817510724067688]","[0.5723355412483215, 0.4699489176273346, -0.07970428466796875]","[0.6133991479873657, 0.45177844166755676, -0.013381008058786392]","[0.5765624046325684, 0.34880414605140686, -0.05257715657353401]","[0.580324113368988, 0.3818293809890747, -0.07395793497562408]","[0.5963305830955505, 0.4258820116519928, -0.07988382875919342]","[0.6517280340194702, 0.4394233226776123, -0.024477507919073105]","[0.6263846158981323, 0.35345160961151123, -0.05288219079375267]","[0.6281216740608215, 0.39442119002342224, -0.05525237321853638]","[0.636030375957489, 0.4394349753856659, -0.048589687794446945]","[0.6942594647407532, 0.43785160779953003, -0.038575537502765656]","[0.6831161379814148, 0.36691659688949585, -0.05295123904943466]","[0.6782528162002563, 0.34786301851272583, -0.05542000010609627]","[0.6748126745223999, 0.34117376804351807, -0.05299068242311478]"
"[0.14670300483703613, 0.684412956237793, -1.9550029151105264e-07]","[0.20388281345367432, 0.6768366098403931, -0.02157750353217125]","[0.2552635371685028, 0.627325177192688, -0.036152925342321396]","[0.2843911051750183, 0.5743722915649414, -0.05392676219344139]","[0.2723609507083893, 0.5270403623580933, -0.07025764137506485]","[0.27352964878082275, 0.48696368932724, -0.011485351249575615]","[0.3096790015697479, 0.392243355512619, -0.04601992666721344]","[0.31705328822135925, 0.4222088158130646, -0.07273979485034943]","[0.3071046471595764, 0.4697616994380951, -0.08518055081367493]","[0.23676151037216187, 0.46574899554252625, -0.017996441572904587]","[0.2714863419532776, 0.35662588477134705, -0.0507480651140213]","[0.27305570244789124, 0.4168413281440735, -0.07182218879461288]","[0.2627811133861542, 0.4745606780052185, -0.07988134771585464]","[0.19581682980060577, 0.4589610695838928, -0.02900601178407669]","[0.22242005169391632, 0.3581729829311371, -0.05486125126481056]","[0.2306787222623825, 0.40908169746398926, -0.06324654072523117]","[0.22356005012989044, 0.46540969610214233, -0.06304409354925156]","[0.14922595024108887, 0.4635387063026428, -0.04278327152132988]","[0.1626201570034027, 0.38015419244766235, -0.0594409741461277]","[0.1778586506843567, 0.40181100368499756, -0.0616665743291378]","[0.18077538907527924, 0.44161662459373474, -0.05990128591656685]"
"[0.7241565585136414, 0.6332373023033142, -3.3368058893756825e-07]","[0.6640441417694092, 0.6343346834182739, -0.0168644767254591]","[0.5969318747520447, 0.5803588032722473, -0.02634669840335846]","[0.5741416811943054, 0.5052938461303711, -0.040285296738147736]","[0.6103627681732178, 0.4578540325164795, -0.04958725720643997]","[0.575596272945404, 0.47971048951148987, 0.001640247879549861]","[0.5408044457435608, 0.4025338888168335, -0.029992057010531425]","[0.5497205853462219, 0.42742010951042175, -0.049656715244054794]","[0.5711137056350708, 0.46578696370124817, -0.057463061064481735]","[0.6090761423110962, 0.4467381536960602, -0.004195076879113913]","[0.5765700936317444, 0.35398200154304504, -0.03692474961280823]","[0.5833835005760193, 0.3983387351036072, -0.04780789837241173]","[0.6021097302436829, 0.4451538026332855, -0.045627012848854065]","[0.6469361782073975, 0.4306870102882385, -0.01580806076526642]","[0.6215266585350037, 0.3585842251777649, -0.041211921721696854]","[0.6249763369560242, 0.40824589133262634, -0.038625892251729965]","[0.6389711499214172, 0.45387697219848633, -0.027627980336546898]","[0.688360333442688, 0.4230879545211792, -0.030548594892024994]","[0.6697092652320862, 0.3517642319202423, -0.04087414592504501]","[0.6593341827392578, 0.36339977383613586, -0.0377650186419487]","[0.6593232750892639, 0.38871803879737854, -0.03106881119310856]"
"[0.1471930891275406, 0.6770446300506592, -2.934292240297509e-07]","[0.2065877616405487, 0.6653722524642944, -0.0168231800198555]","[0.2617138624191284, 0.615456223487854, -0.028183691203594208]","[0.2964388132095337, 0.5601431727409363, -0.04382091760635376]","[0.2826564311981201, 0.5069308280944824, -0.05723082646727562]","[0.27952125668525696, 0.4859086275100708, -0.0059408023953437805]","[0.3215869665145874, 0.39277467131614685, -0.037580788135528564]","[0.3223116397857666, 0.4347767233848572, -0.058645099401474]","[0.3092692792415619, 0.4813482165336609, -0.06722074747085571]","[0.2413567453622818, 0.4660964608192444, -0.013318128883838654]","[0.2796996235847473, 0.3708951771259308, -0.044480666518211365]","[0.2744680643081665, 0.44373825192451477, -0.059700269252061844]","[0.26108798384666443, 0.49564048647880554, -0.06341066211462021]","[0.19908709824085236, 0.45709043741226196, -0.025139160454273224]","[0.2281194031238556, 0.36688581109046936, -0.05186324566602707]","[0.23040880262851715, 0.4336145222187042, -0.053829874843358994]","[0.21949732303619385, 0.48890262842178345, -0.04838206619024277]","[0.1516454815864563, 0.4553329348564148, -0.03919977694749832]","[0.1671638935804367, 0.3802253305912018, -0.05567508935928345]","[0.17866604030132294, 0.415021687746048, -0.0534471720457077]","[0.17750519514083862, 0.45788082480430603, -0.04775654524564743]"
